"","scientific_name","common_name","x3","physiognamy","mn_nativity","mnwi","rarity_status","id","cc","cc_range","x12","midpoint_cc","p","p_c","releveCode","releveyear","releveSite"
"724","Celtis occidentalis","hackberry",3,"D","Native","[FAC-]","0",NA,NA,">0-1%",0.5,0.5,0.002,0.006,"LHSP1.12022","2022","LHSP1.1"
"725","Cornus racemosa","gray dogwood",2,"D","Native","[FACW-]","0",NA,NA,">1-5%",3,3,0.012,0.024,"LHSP1.12022","2022","LHSP1.1"
"726","Parthenocissus quinquefolia","Virginia creeper",3,"C","Native","FAC-","0",NA,3,">25-50%",37.5,37.5,0.15,0.45,"LHSP1.12022","2022","LHSP1.1"
"727","Vitis riparia","wild grape",2,"C","Native","FACW-","0",NA,NA,">1-5%",3,3,0.012,0.024,"LHSP1.12022","2022","LHSP1.1"
"728","Geum canadense","white avens",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0474308300395257,"LHSP1.12022","2022","LHSP1.1"
"729","Galeopsis tetrahit","hemp nettle",0,"H","Introduced",NA,"0",NA,3,">25-50%",37.5,37.5,0.296442687747036,0,"LHSP1.12022","2022","LHSP1.1"
"730","Desmodium glutinosum","pointed-leaved tick trefoil",6,"H","Native",NA,"0",NA,2,">5-25%",15,15,0.118577075098814,0.711462450592885,"LHSP1.12022","2022","LHSP1.1"
"731","Ageratina altissima","white snakeroot",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0237154150197628,"LHSP1.12022","2022","LHSP1.1"
"732","Amphicarpaea bracteata","hog peanut",2,"H","Native","FAC","0",NA,2,">5-25%",15,15,0.118577075098814,0.237154150197628,"LHSP1.12022","2022","LHSP1.1"
"733","Geranium maculatum","wild geranium",4,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0948616600790514,"LHSP1.12022","2022","LHSP1.1"
"734","Circaea lutetiana","common enchanter's nightshade",2,"H","Native","[FACU]","0",NA,1,">1-5%",3,3,0.0237154150197628,0.0474308300395257,"LHSP1.12022","2022","LHSP1.1"
"735","Monarda fistulosa","wild bergamot",3,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0711462450592885,"LHSP1.12022","2022","LHSP1.1"
"736","Symphyotrichum ontarionis",NA,6,"H","Native","FAC","0",NA,1,">1-5%",3,3,0.0237154150197628,0.142292490118577,"LHSP1.12022","2022","LHSP1.1"
"737","Galium triflorum",NA,4,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0948616600790514,"LHSP1.12022","2022","LHSP1.1"
"738","Hackelia virginiana","Virginia stickseed",1,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0237154150197628,"LHSP1.12022","2022","LHSP1.1"
"739","Thalictrum dioicum","early meadow-rue",5,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.118577075098814,"LHSP1.12022","2022","LHSP1.1"
"740","Lactuca biennis","biennial blue lettuce",3,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0711462450592885,"LHSP1.12022","2022","LHSP1.1"
"741","Ranunculus abortivus","kidney-leaved buttercup",1,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0237154150197628,"LHSP1.12022","2022","LHSP1.1"
"742","Maianthemum canadense","Canada mayflower",5,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.118577075098814,"LHSP1.12022","2022","LHSP1.1"
"743","Agrimonia striata","roadside agrimony",3,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0711462450592885,"LHSP1.12022","2022","LHSP1.1"
"744","Maianthemum racemosum",NA,5,"H","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00395256916996047,0.0197628458498024,"LHSP1.12022","2022","LHSP1.1"
"745","Solidago altissima","late goldenrod",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0237154150197628,"LHSP1.12022","2022","LHSP1.1"
"746","Cirsium discolor","field thistle",4,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0948616600790514,"LHSP1.12022","2022","LHSP1.1"
"747","Cirsium arvense","Canada thistle",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0237154150197628,0,"LHSP1.12022","2022","LHSP1.1"
"748","Actaea rubra","red baneberry",7,"H","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00395256916996047,0.0276679841897233,"LHSP1.12022","2022","LHSP1.1"
"749","Pilea sp.",NA,3,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0711462450592885,"LHSP1.12022","2022","LHSP1.1"
"750","Solanum dulcamara","bittersweet nightshade",0,"H","Introduced","[FAC]","0",NA,NA,">0-1%",0.5,0.5,0.00395256916996047,0,"LHSP1.12022","2022","LHSP1.1"
"751","Urtica dioica",NA,1,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0237154150197628,0.0237154150197628,"LHSP1.12022","2022","LHSP1.1"
"752","Epilobium coloratum","purple-leaved willow herb",3,"H","Native","OBL","0",NA,NA,">0-1%",0.5,0.5,0.00395256916996047,0.0118577075098814,"LHSP1.12022","2022","LHSP1.1"
"753","Athyrium filix-femina","lady fern",5,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0237154150197628,0.118577075098814,"LHSP1.12022","2022","LHSP1.1"
"754","Elymus virginicus","Virginia wildrye",4,"G","Native","FACW-","0",NA,NA,">1-5%",3,3,0.25,1,"LHSP1.12022","2022","LHSP1.1"
"755","Carex cf. rosea",NA,3,"G","Native",NA,NA,NA,NA,">1-5%",3,3,0.25,0.75,"LHSP1.12022","2022","LHSP1.1"
"756","Carex cf. blanda",NA,3,"G","Native",NA,NA,NA,NA,">1-5%",3,3,0.25,0.75,"LHSP1.12022","2022","LHSP1.1"
"757","Poa pratensis","Kentucky bluegrass",0,"G","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.25,0,"LHSP1.12022","2022","LHSP1.1"
"758","Betula papyrifera","paper birch",3,"D","Native","[FACU+]","0",NA,2,">5-25%",15,15,0.101351351351351,0.304054054054054,"LHTS12022","2022","LHTS1"
"759","Alnus incana","speckled alder",4,"D","Native","FACW","0",NA,4,">50-75%",62.5,62.5,0.422297297297297,1.68918918918919,"LHTS12022","2022","LHTS1"
"760","Frangula alnus",NA,0,"D","Introduced","[FAC+]","0",NA,3,">25-50%",37.5,37.5,0.253378378378378,0,"LHTS12022","2022","LHTS1"
"761","Salix sp.",NA,NA,NA,NA,NA,NA,NA,NA,">1-5%",3,3,0.0202702702702703,NA,"LHTS12022","2022","LHTS1"
"762","Exotic Lonicera spp.",NA,0,"D","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0202702702702703,0,"LHTS12022","2022","LHTS1"
"763","Rubus idaeus",NA,3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0202702702702703,0.0608108108108108,"LHTS12022","2022","LHTS1"
"764","Cornus sericea","red-osier dogwood",3,"D","Native","[FACW]","0",NA,NA,">1-5%",3,3,0.0202702702702703,0.0608108108108108,"LHTS12022","2022","LHTS1"
"765","Ribes americanum","wild black currant",4,"D","Native","FACW","0",NA,NA,">1-5%",3,3,0.0202702702702703,0.0810810810810811,"LHTS12022","2022","LHTS1"
"766","Fraxinus pennsylvanica","green ash",2,"D","Native","FACW","0",NA,NA,">1-5%",3,3,0.0202702702702703,0.0405405405405405,"LHTS12022","2022","LHTS1"
"767","Rubus pubescens","dwarf raspberry",6,"H","Native","[FACW+]","0",NA,2,">5-25%",15,15,0.101351351351351,0.608108108108108,"LHTS12022","2022","LHTS1"
"768","Impatiens capensis","spotted touch-me-not",2,"H","Native","FACW","0",NA,3,">25-50%",37.5,37.5,0.323275862068966,0.646551724137931,"LHTS12022","2022","LHTS1"
"769","Rumex britannica","great water dock",6,"H","Native","OBL","0",NA,NA,">0-1%",0.5,0.5,0.00431034482758621,0.0258620689655172,"LHTS12022","2022","LHTS1"
"770","Thelypteris palustris",NA,7,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.181034482758621,"LHTS12022","2022","LHTS1"
"771","Persicaria punctata","dotted smartweed",5,"H","Native","OBL","0",NA,2,">5-25%",15,15,0.129310344827586,0.646551724137931,"LHTS12022","2022","LHTS1"
"772","Pilea sp.",NA,3,"H","Native",NA,"0",NA,1,">1-5%",3,3,0.0258620689655172,0.0775862068965517,"LHTS12022","2022","LHTS1"
"773","Lycopus uniflorus","northern bugleweed",5,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.129310344827586,"LHTS12022","2022","LHTS1"
"774","Asclepias incarnata",NA,5,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.129310344827586,"LHTS12022","2022","LHTS1"
"775","Onoclea sensibilis","sensitive fern",4,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.103448275862069,"LHTS12022","2022","LHTS1"
"776","Epilobium coloratum","purple-leaved willow herb",3,"H","Native","OBL","0",NA,1,">1-5%",3,3,0.0258620689655172,0.0775862068965517,"LHTS12022","2022","LHTS1"
"777","Solanum dulcamara","bittersweet nightshade",0,"H","Introduced","[FAC]","0",NA,1,">1-5%",3,3,0.0258620689655172,0,"LHTS12022","2022","LHTS1"
"778","Doellingeria umbellata","flat-topped aster",5,"H","Native","[FACW]","0",NA,1,">1-5%",3,3,0.0258620689655172,0.129310344827586,"LHTS12022","2022","LHTS1"
"779","Viola sp.",NA,4,"H","Native",NA,NA,NA,1,">1-5%",3,3,0.0258620689655172,0.103448275862069,"LHTS12022","2022","LHTS1"
"780","Bidens sp.",NA,1,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0258620689655172,0.0258620689655172,"LHTS12022","2022","LHTS1"
"781","Arisaema triphyllum","Jack-in-the-pulpit",4,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.103448275862069,"LHTS12022","2022","LHTS1"
"782","Typha angustifolia","narrow-leaved cattail",0,"H","Introduced","OBL","0",NA,1,">1-5%",3,3,0.0258620689655172,0,"LHTS12022","2022","LHTS1"
"783","Persicaria sagittata","arrow-leaved tearthumb",4,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.103448275862069,"LHTS12022","2022","LHTS1"
"784","Solidago altissima","late goldenrod",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.0258620689655172,"LHTS12022","2022","LHTS1"
"785","Eupatorium perfoliatum","common boneset",4,"H","Native","[FACW+]","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.103448275862069,"LHTS12022","2022","LHTS1"
"786","Typha latifolia","broad-leaved cattail",2,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.0517241379310345,"LHTS12022","2022","LHTS1"
"787","Boehmeria cylindrica","false nettle",5,"H","Native","OBL","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.129310344827586,"LHTS12022","2022","LHTS1"
"788","Osmunda claytoniana","interrupted fern",6,"H","Native","FAC+","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.155172413793103,"LHTS12022","2022","LHTS1"
"789","Urtica dioica",NA,1,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.0258620689655172,"LHTS12022","2022","LHTS1"
"790","Cystopteris bulbifera","bulblet fern",8,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0258620689655172,0.206896551724138,"LHTS12022","2022","LHTS1"
"791","Unknown forb",NA,NA,NA,NA,NA,NA,NA,NA,">1-5%",3,3,0.0258620689655172,NA,"LHTS12022","2022","LHTS1"
"792","Carex sp.",NA,3,"G","Native",NA,"0",NA,NA,">1-5%",3,3,0.0408163265306122,0.122448979591837,"LHTS12022","2022","LHTS1"
"793","Phalaris arundinacea","reed canary grass",0,"G","Introduced","FACW+","0",NA,2,">5-25%",15,15,0.204081632653061,0,"LHTS12022","2022","LHTS1"
"794","Leersia oryzoides","rice cut grass",3,"G","Native","OBL","0",NA,3,">25-50%",37.5,37.5,0.510204081632653,1.53061224489796,"LHTS12022","2022","LHTS1"
"795","Poa palustris","fowl bluegrass",5,"G","Native","FACW+","0",NA,NA,">1-5%",3,3,0.0408163265306122,0.204081632653061,"LHTS12022","2022","LHTS1"
"796","Carex sp. #2 - fine leaves",NA,3,"G","Native",NA,NA,NA,2,">5-25%",15,15,0.204081632653061,0.612244897959184,"LHTS12022","2022","LHTS1"
"797","Populus tremuloides","quaking aspen",2,"D","Native","[FAC]","0",NA,NA,">1-5%",3,3,0.333333333333333,0.666666666666667,"MRPR12022","2022","MRPR1"
"798","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.333333333333333,0,"MRPR12022","2022","MRPR1"
"799","Exotic Lonicera spp.",NA,0,"D","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.333333333333333,0,"MRPR12022","2022","MRPR1"
"800","Asclepias viridiflora","green milkweed",9,"H","Native",NA,"0",NA,NA,">0-1%",0.5,0.5,0.0105263157894737,0.0947368421052632,"MRPR12022","2022","MRPR1"
"801","Prairie violet sp.",NA,7,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0631578947368421,0.442105263157895,"MRPR12022","2022","MRPR1"
"802","Campanula rotundifolia","harebell",5,"H","Native","FAC-","0",NA,1,">1-5%",3,3,0.0631578947368421,0.315789473684211,"MRPR12022","2022","MRPR1"
"803","Physalis virginiana","Virginia ground cherry",4,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0631578947368421,0.252631578947368,"MRPR12022","2022","MRPR1"
"804","Scutellaria leonardii","Leonard's skullcap",6,"H","Native",NA,"0",NA,1,">1-5%",3,3,0.0631578947368421,0.378947368421053,"MRPR12022","2022","MRPR1"
"805","Rudbeckia hirta","black-eyed susan",4,NA,"Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.0105263157894737,0.0421052631578947,"MRPR12022","2022","MRPR1"
"806","Dalea purpurea",NA,7,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0631578947368421,0.442105263157895,"MRPR12022","2022","MRPR1"
"807","Symphyotrichum oblongifolium","aromatic aster",6,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0631578947368421,0.378947368421053,"MRPR12022","2022","MRPR1"
"808","Asclepias verticillata","whorled milkweed",2,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0631578947368421,0.126315789473684,"MRPR12022","2022","MRPR1"
"809","Linum sulcatum","grooved yellow flax",8,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0631578947368421,0.505263157894737,"MRPR12022","2022","MRPR1"
"810","Erigeron strigosus","daisy fleabane",2,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0631578947368421,0.126315789473684,"MRPR12022","2022","MRPR1"
"811","Symphyotrichum sericeum","silky aster",8,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0631578947368421,0.505263157894737,"MRPR12022","2022","MRPR1"
"812","Unknown forb",NA,NA,NA,NA,NA,NA,NA,NA,">0-1%",0.5,0.5,0.0105263157894737,NA,"MRPR12022","2022","MRPR1"
"813","Amorpha canescens","leadplant",7,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.0631578947368421,0.442105263157895,"MRPR12022","2022","MRPR1"
"814","Symphyotrichum oolentangiense","skyblue aster",5,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0631578947368421,0.315789473684211,"MRPR12022","2022","MRPR1"
"815","Antennaria sp.",NA,2,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0631578947368421,0.126315789473684,"MRPR12022","2022","MRPR1"
"816","Tragopogon dubius","yellow goat's beard",0,"H","Introduced",NA,"0",NA,NA,">0-1%",0.5,0.5,0.0105263157894737,0,"MRPR12022","2022","MRPR1"
"817","Verbena stricta","hoary vervain",3,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0631578947368421,0.189473684210526,"MRPR12022","2022","MRPR1"
"818","Pycnanthemum virginianum","Virginia mountain mint",6,"H","Native","FACW+","0",NA,NA,">0-1%",0.5,0.5,0.0105263157894737,0.0631578947368421,"MRPR12022","2022","MRPR1"
"819","Lithospermum canescens","hoary puccoon",10,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0631578947368421,0.631578947368421,"MRPR12022","2022","MRPR1"
"820","Bouteloua curtipendula",NA,6,"G","Native",NA,"0",NA,2,">5-25%",15,15,0.116279069767442,0.697674418604651,"MRPR12022","2022","MRPR1"
"821","Muhlenbergia cuspidata","Plains muhly",10,"G","Native",NA,"0",NA,2,">5-25%",15,15,0.116279069767442,1.16279069767442,"MRPR12022","2022","MRPR1"
"822","Dicanthelium cf. acuminatum",NA,3,"G","Native",NA,NA,NA,NA,">1-5%",3,3,0.0232558139534884,0.0697674418604651,"MRPR12022","2022","MRPR1"
"823","Poa pratensis","Kentucky bluegrass",0,"G","Introduced","FAC","0",NA,1,">1-5%",3,3,0.0232558139534884,0,"MRPR12022","2022","MRPR1"
"824","Sporobolus heterolepis","prairie dropseed",9,"G","Native","FACU-","0",NA,3,">25-50%",37.5,37.5,0.290697674418605,2.61627906976744,"MRPR12022","2022","MRPR1"
"825","Sorghastrum nutans","Indian grass",5,"G","Native","FACU+","0",NA,3,">25-50%",37.5,37.5,0.290697674418605,1.45348837209302,"MRPR12022","2022","MRPR1"
"826","Schizachyrium scoparium",NA,5,"G","Native","[FACU-]","0",NA,NA,">1-5%",3,3,0.0232558139534884,0.116279069767442,"MRPR12022","2022","MRPR1"
"827","Andropogon gerardii","big bluestem",4,"G","Native","FAC-","0",NA,2,">5-25%",15,15,0.116279069767442,0.465116279069767,"MRPR12022","2022","MRPR1"
"828","Quercus macrocarpa","bur oak",5,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.122448979591837,0.612244897959184,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"829","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.122448979591837,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"830","Ostrya virginiana","ironwood",4,"D","Native","[FACU-]","0",NA,NA,">1-5%",3,3,0.122448979591837,0.489795918367347,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"831","Prunus serotina","black cherry",4,"D","Native","[FACU]","0",NA,NA,">1-5%",3,3,0.122448979591837,0.489795918367347,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"832","Exotic Lonicera spp.",NA,0,"D","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.122448979591837,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"833","Prunus virginiana","chokecherry",3,"D","Native","[FAC-]","0",NA,NA,">0-1%",0.5,0.5,0.0204081632653061,0.0612244897959184,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"834","Populus tremuloides","quaking aspen",2,"D","Native","[FAC]","0",NA,NA,">1-5%",3,3,0.122448979591837,0.244897959183673,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"835","Zanthoxylum americanum","prickly ash",3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.122448979591837,0.36734693877551,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"836","Vitis riparia","wild grape",2,"C","Native","FACW-","0",NA,NA,">1-5%",3,3,0.122448979591837,0.244897959183673,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"837","Oxalis stricta","yellow wood sorrel",0,"H","Native","[FACU]","0",NA,NA,">1-5%",3,3,0.0392156862745098,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"838","Medicago lupulina","black medick",0,"H","Introduced","FAC-","0",NA,NA,">1-5%",3,3,0.0392156862745098,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"839","Toxicodendron rydbergii","western poison ivy",1,"D","Native","FAC","0",NA,NA,">1-5%",3,3,0.0392156862745098,0.0392156862745098,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"840","Asclepias verticillata","whorled milkweed",2,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0392156862745098,0.0784313725490196,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"841","Erigeron strigosus","daisy fleabane",2,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0392156862745098,0.0784313725490196,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"842","Asparagus officinalis","asparagus",0,"H","Introduced","FACU","0",NA,NA,">0-1%",0.5,0.5,0.0065359477124183,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"843","Amorpha canescens","leadplant",7,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.0392156862745098,0.274509803921569,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"844","Linum sulcatum","grooved yellow flax",8,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0392156862745098,0.313725490196078,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"845","Solidago nemoralis","gray goldenrod",4,"H","Native",NA,"0",NA,1,">1-5%",3,3,0.0392156862745098,0.156862745098039,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"846","Verbascum thapsus","common mullein",0,"H","Introduced","UPL","0",NA,NA,">1-5%",3,3,0.0392156862745098,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"847","Verbena stricta","hoary vervain",3,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0392156862745098,0.117647058823529,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"848","Melilotus alba","white sweet clover",0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0392156862745098,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"849","Campanula rotundifolia","harebell",5,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0392156862745098,0.196078431372549,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"850","Triosteum perfoliatum","late horse gentian",4,"H","Native","[FAC]","0",NA,NA,">1-5%",3,3,0.0392156862745098,0.156862745098039,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"851","Solidago gigantea","giant goldenrod",3,"H","Native","FACW","0",NA,NA,">1-5%",3,3,0.0392156862745098,0.117647058823529,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"852","Aquilegia canadensis","columbine",4,"H","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0392156862745098,0.156862745098039,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"853","Taraxacum officinale","common dandelion",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0392156862745098,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"854","Melilotus officinalis","yellow sweet clover",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0392156862745098,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"855","Antennaria sp.",NA,2,"H","Native",NA,NA,NA,1,">1-5%",3,3,0.0392156862745098,0.0784313725490196,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"856","Lithospermum sp.",NA,8,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0392156862745098,0.313725490196078,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"857","Symphyotrichum cf. oolentangiense",NA,1,"H","Native",NA,NA,NA,1,">1-5%",3,3,0.0392156862745098,0.0392156862745098,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"858","Tragopogon dubius","yellow goat's beard",0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0392156862745098,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"859","Symphyotrichum cf. ericoides",NA,2,"H","Native",NA,NA,NA,NA,">1-5%",3,3,0.0392156862745098,0.0784313725490196,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"860","Anemone cylindrica","long-headed thimbleweed",6,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0392156862745098,0.235294117647059,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"861","Plantago major","common plantain",0,"H","Introduced","FAC+","0",NA,NA,">0-1%",0.5,0.5,0.0065359477124183,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"862","Gentiana sp.",NA,6,"H","Native",NA,NA,NA,NA,">0-1%",0.5,0.5,0.0065359477124183,0.0392156862745098,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"863","Monarda fistulosa","wild bergamot",3,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0392156862745098,0.117647058823529,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"864","Ratibida pinnata","gray-headed coneflower",4,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0392156862745098,0.156862745098039,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"865","Bouteloua curtipendula",NA,6,"G","Native",NA,"0",NA,4,">50-75%",62.5,62.5,0.675675675675676,4.05405405405405,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"866","Sorghastrum nutans","Indian grass",5,"G","Native","FACU+","0",NA,2,">5-25%",15,15,0.162162162162162,0.810810810810811,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"867","Poa pratensis","Kentucky bluegrass",0,"G","Introduced","FAC","0",NA,1,">1-5%",3,3,0.0324324324324324,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"868","Dichanthelium oligosanthes","Scribner's panic grass",3,"G","Native","FACU","0",NA,1,">1-5%",3,3,0.0324324324324324,0.0972972972972973,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"869","Schizachyrium scoparium",NA,5,"G","Native","[FACU-]","0",NA,1,">1-5%",3,3,0.0324324324324324,0.162162162162162,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"870","Agrostis gigantea","redtop",0,"G","Introduced","[FACW]","0",NA,NA,">1-5%",3,3,0.0324324324324324,0,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"871","Andropogon gerardii","big bluestem",4,"G","Native","FAC-","0",NA,NA,">1-5%",3,3,0.0324324324324324,0.12972972972973,"MRPRCPL19.12022","2022","MRPRCPL19.1"
"872","Juniperus virginiana",NA,3,"E","Native","FACU","0",NA,4,">50-75%",62.5,62.5,0.411184210526316,1.23355263157895,"MRPRCPL22022","2022","MRPRCPL2"
"873","Prunus serotina","black cherry",4,"D","Native","[FACU]","0",NA,2,">5-25%",15,15,0.0986842105263158,0.394736842105263,"MRPRCPL22022","2022","MRPRCPL2"
"874","Ulmus americana","American elm",3,"D","Native","FACW-","0",NA,3,">25-50%",37.5,37.5,0.246710526315789,0.740131578947368,"MRPRCPL22022","2022","MRPRCPL2"
"875","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,2,">5-25%",15,15,0.0986842105263158,0,"MRPRCPL22022","2022","MRPRCPL2"
"876","Exotic Lonicera spp.",NA,0,"D","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0197368421052632,0,"MRPRCPL22022","2022","MRPRCPL2"
"877","Fraxinus pennsylvanica","green ash",2,"D","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.00328947368421053,0.00657894736842105,"MRPRCPL22022","2022","MRPRCPL2"
"878","Rubus idaeus",NA,3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0197368421052632,0.0592105263157895,"MRPRCPL22022","2022","MRPRCPL2"
"879","Ribes sp.",NA,3,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.0197368421052632,0.0592105263157895,"MRPRCPL22022","2022","MRPRCPL2"
"880","Rubus occidentalis","black raspberry",2,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.0197368421052632,0.0394736842105263,"MRPRCPL22022","2022","MRPRCPL2"
